Odometry Data Logging:
 Format 
 Double x; 
 Double y; 
 Double z; 

[0, 0, 0;
 -19.221706, -148.29945, 14.27383;
 -19.585798, -148.8913, 14.366383;
 -19.901197, -149.72488, 14.55345;
 -20.052258, -150.23932, 14.642691;
 -20.394266, -150.78462, 14.678351;
 -20.47147, -151.00394, 14.715522;
 -20.506342, -151.07962, 14.778161;
 -20.553724, -151.47249, 14.834357;
 -20.680984, -151.5822, 14.859182;
 -20.931396, -151.98338, 14.919154;
 -21.127335, -152.35748, 14.971145;
 -21.193014, -152.81978, 15.060421;
 -21.342932, -153.00304, 15.087895;
 -21.581659, -153.29211, 15.147947;
 -21.763237, -153.5685, 15.192901;
 -22.232771, -153.89211, 15.214334;
 -22.364676, -154.15532, 15.261269;
 -22.882458, -154.08717, 15.202735;
 -23.320158, -154.02994, 15.145072;
 -24.000811, -154.32422, 15.119003;
 -24.33503, -154.2749, 15.082013;
 -25.128565, -154.33701, 15.000413;
 -25.245708, -154.38983, 15.029053;
 -25.808754, -154.58633, 15.076369;
 -26.046484, -154.80031, 15.128603;
 -26.349628, -154.84752, 15.115887;
 -26.4328, -155.11934, 15.177029;
 -26.61939, -155.48328, 15.309827;
 -26.817316, -155.76479, 15.370253;
 -26.879889, -155.96593, 15.415928;
 -27.016567, -156.28751, 15.48828;
 -27.119486, -156.64305, 15.584738;
 -27.29022, -156.93536, 15.656772;
 -27.530287, -157.29375, 15.754722;
 -27.596951, -157.41566, 15.802399;
 -28.142334, -157.97919, 15.928671;
 -28.303062, -158.4277, 16.088652;
 -28.949387, -159.06946, 16.161371;
 -29.33185, -159.70598, 16.33074;
 -29.603077, -160.31934, 16.457785;
 -29.653561, -160.64171, 16.550291;
 -29.566927, -161.12521, 16.737009;
 -29.31181, -161.40686, 16.863913;
 -29.175243, -161.72403, 16.997955;
 -29.272202, -161.85228, 17.021708;
 -29.357103, -161.98997, 17.038973;
 -29.807217, -162.14165, 17.04907;
 -29.919331, -162.20151, 17.074141;
 -30.255722, -161.91753, 16.993984;
 -30.281805, -161.89371, 17.016634;
 -30.443132, -161.9395, 17.045015;
 -30.610968, -161.89493, 17.067825;
 -30.674334, -161.96236, 17.098808;
 -30.591696, -161.86122, 17.084435;
 -30.520218, -161.71429, 17.057905;
 -30.34008, -161.65086, 17.083448;
 -30.329412, -161.90807, 17.176867;
 -30.338991, -162.03917, 17.194853;
 -30.713606, -162.06709, 17.155468;
 -31.30381, -162.19664, 17.138256;
 -32.080132, -162.45782, 17.112694;
 -32.383064, -162.71967, 17.182106;
 -31.973524, -163.03572, 17.259434;
 -31.936344, -163.49828, 17.373045;
 -31.774033, -163.24062, 17.320606;
 -31.835361, -163.57129, 17.401518;
 -32.58157, -163.68549, 17.360825;
 -32.213886, -163.62704, 17.327234;
 -32.306656, -163.88519, 17.388573;
 -32.491982, -164.07138, 17.424383;
 -32.588703, -164.21283, 17.437008;
 -33.168205, -164.54584, 17.524391;
